File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF050KYT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR801SNX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF512B-human/				ZNF512B-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF647EQP/, /files/ENCFF679MKI/, /files/ENCFF559CTB/, /files/ENCFF356LFX/	184681	ENCODE Processing Pipeline	73c04d88af7099cc98f5fe1c122b8f5c		https://www.encodeproject.org/files/ENCFF050KYT/@@download/ENCFF050KYT.bed.gz				released	s3://encode-public/2020/08/22/f37c6473-f1d9-471d-b716-07349da0c38a/ENCFF050KYT.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			57473
ENCFF720DYW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR832PID	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF318-human/				ZNF318-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF855UPJ/, /files/ENCFF888NNF/, /files/ENCFF356LFX/, /files/ENCFF324ZKK/	149925	ENCODE Processing Pipeline	aed4ec7e497207faf5a1472cdf577cff		https://www.encodeproject.org/files/ENCFF720DYW/@@download/ENCFF720DYW.bed.gz				released	s3://encode-public/2020/07/04/ad7989da-59e0-4f9b-aae9-00a2c27448b8/ENCFF720DYW.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents			24149
ENCFF903IZG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR020CLV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF891-human/				ZNF891-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF446NBX/, /files/ENCFF523HUD/, /files/ENCFF373BKR/	332137	ENCODE Processing Pipeline	3a543da9dbc79e3a1c82441a6dad1b8e		https://www.encodeproject.org/files/ENCFF903IZG/@@download/ENCFF903IZG.bed.gz				released	s3://encode-public/2020/07/09/e371d46d-fdce-45e9-9345-01b9bfeaf6b4/ENCFF903IZG.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking			101060200
ENCFF748PZH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR525YFS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZBTB40-human	DNA						2016-08-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF622QQU/, /files/ENCFF310JPC/, /files/ENCFF243SVA/, /files/ENCFF423ZRC/, /files/ENCFF547EIS/, /files/ENCFF632BUS/	105324	ENCODE Processing Pipeline	efbc1f8ad005640afd1c9299f8164bf6		https://www.encodeproject.org/files/ENCFF748PZH/@@download/ENCFF748PZH.bed.gz				released	s3://encode-public/2020/12/07/c9f88f2f-d972-4388-8b3c-96b6416e3a10/ENCFF748PZH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption			9923
ENCFF836QUB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR656JZL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HHEX-human/				HHEX-human	DNA						2016-06-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF940MAY/, /files/ENCFF335VWK/, /files/ENCFF747FXL/, /files/ENCFF356LFX/	145666	ENCODE Processing Pipeline	804a6b45d08830e6429619d6c4949f09		https://www.encodeproject.org/files/ENCFF836QUB/@@download/ENCFF836QUB.bed.gz				released	s3://encode-public/2020/11/30/2f4d3f81-3a16-4021-bdd4-fa9ae3ab6d00/ENCFF836QUB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	control low read depth			3087
ENCFF351COM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR792MZV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MYRF-human/				MYRF-human	DNA						2018-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF928XUP/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF732IRU/	98008	ENCODE Processing Pipeline	5753e43e6b3e2088bd20b3d540860cd5		https://www.encodeproject.org/files/ENCFF351COM/@@download/ENCFF351COM.bed.gz				released	s3://encode-public/2020/12/03/366cf63a-b949-4660-a207-f2de6f084ee5/ENCFF351COM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, missing genetic modification reagents, borderline replicate concordance			745
ENCFF100VUB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR327RFM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/PAF1-human/				PAF1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF937NPV/, /files/ENCFF793KRP/, /files/ENCFF723HPB/	98018	ENCODE Processing Pipeline	09e518612af930d941f5593fcdbd3ac9		https://www.encodeproject.org/files/ENCFF100VUB/@@download/ENCFF100VUB.bed.gz				released	s3://encode-public/2020/12/01/fa92dc83-ff7b-483b-bb41-4ff6e16f230a/ENCFF100VUB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization			54623
ENCFF543CJD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR415AEB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF48-human/				ZNF48-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF183PUE/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF322URD/	602991	ENCODE Processing Pipeline	4e694291d6ad4cce9fc1e9fc15b85f35		https://www.encodeproject.org/files/ENCFF543CJD/@@download/ENCFF543CJD.bed.gz				released	s3://encode-public/2020/12/04/5f1e68a6-e29d-4e29-b646-6fd939f292b9/ENCFF543CJD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, missing compliant biosample characterization			197407
ENCFF563KSY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR531VIJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MIER3-human/				MIER3-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF773VHQ/, /files/ENCFF356LFX/, /files/ENCFF449DUI/	368863	ENCODE Processing Pipeline	6fbe45eb4481990859abc9cda5247aeb		https://www.encodeproject.org/files/ENCFF563KSY/@@download/ENCFF563KSY.bed.gz				released	s3://encode-public/2020/12/03/accfb249-978c-49b0-a86c-b12d812427cb/ENCFF563KSY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, missing compliant biosample characterization			166968
ENCFF667MEL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR407BPU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF609-human/				ZNF609-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF855UPJ/, /files/ENCFF597LFS/, /files/ENCFF356LFX/, /files/ENCFF599EXO/	444540	ENCODE Processing Pipeline	a424cb38734bc31a25ecbd3f5980acbd		https://www.encodeproject.org/files/ENCFF667MEL/@@download/ENCFF667MEL.bed.gz				released	s3://encode-public/2020/07/04/b53ab6fd-4e03-4040-afdf-36c86a4cbb50/ENCFF667MEL.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents, borderline replicate concordance			23060
ENCFF750QHT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR396SOH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF792-human/				ZNF792-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF297HIP/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF052YKK/	388895	ENCODE Processing Pipeline	14916bb699fa46bed7e7a421fab58bda		https://www.encodeproject.org/files/ENCFF750QHT/@@download/ENCFF750QHT.bed.gz				released	s3://encode-public/2020/12/01/338b19b0-1ef4-4c25-9dcd-288b3b7496fc/ENCFF750QHT.bed.gz	ENCODE4 v1.6.1 GRCh38	released				126375
ENCFF034ASW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR432QMW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF335-human/				ZNF335-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF700QYK/, /files/ENCFF356LFX/, /files/ENCFF929UBB/	276998	ENCODE Processing Pipeline	cae7600e7d4ef6b74fb4e867c6bcb9a3		https://www.encodeproject.org/files/ENCFF034ASW/@@download/ENCFF034ASW.bed.gz				released	s3://encode-public/2020/07/07/660f5f0e-f2e7-4721-a537-927dfead233a/ENCFF034ASW.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			63925
ENCFF505AEY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR169JRW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZSCAN20-human/				ZSCAN20-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF756BYL/, /files/ENCFF343EIY/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	196437	ENCODE Processing Pipeline	ff9f1763be05f9d29279afeba71432bd		https://www.encodeproject.org/files/ENCFF505AEY/@@download/ENCFF505AEY.bed.gz				released	s3://encode-public/2020/07/01/98f1aa8c-cb9a-47f9-8412-a0f61eda05ed/ENCFF505AEY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			7579
ENCFF627DNU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR720PDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF20-human/				ZNF20-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF408NTS/, /files/ENCFF356LFX/, /files/ENCFF918IOZ/, /files/ENCFF959XDT/	91891	ENCODE Processing Pipeline	ee269ce8734fd4a72e2562cad672b972		https://www.encodeproject.org/files/ENCFF627DNU/@@download/ENCFF627DNU.bed.gz				released	s3://encode-public/2020/07/01/7734b570-1151-43ff-b7ff-7728bb4ae8f6/ENCFF627DNU.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, missing genetic modification reagents			7568
ENCFF896EHN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR215XSZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZMAT5-human/				ZMAT5-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF163VDO/, /files/ENCFF327ITV/, /files/ENCFF356LFX/, /files/ENCFF015ZOD/	16565	ENCODE Processing Pipeline	c919c3856ea5cb67e66a5cbcad93cf8c		https://www.encodeproject.org/files/ENCFF896EHN/@@download/ENCFF896EHN.bed.gz				released	s3://encode-public/2020/06/30/5968e5a7-6043-4f32-bc34-2281490ddd87/ENCFF896EHN.bed.gz	ENCODE4 v1.5.0 GRCh38	released	low read depth, missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			55954
ENCFF347UBA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR019NPF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SP5-human/				SP5-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF557FLC/, /files/ENCFF723HPB/, /files/ENCFF655UPD/	408649	ENCODE Processing Pipeline	e1b95dc7deb2fadfb5cd5a50db034e18		https://www.encodeproject.org/files/ENCFF347UBA/@@download/ENCFF347UBA.bed.gz				released	s3://encode-public/2020/12/01/5ced20b2-bf8a-49ab-bdfa-fa8f146ac6b7/ENCFF347UBA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, borderline replicate concordance			389058
ENCFF863JMY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR766TSU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SOX6-human/				SOX6-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF475FUR/, /files/ENCFF959XDT/, /files/ENCFF235DTA/, /files/ENCFF356LFX/	974580	ENCODE Processing Pipeline	a278e052aa74f2b745c092db8090b57a		https://www.encodeproject.org/files/ENCFF863JMY/@@download/ENCFF863JMY.bed.gz				released	s3://encode-public/2020/07/01/58f08c1d-9022-4c74-ac35-127f1399982a/ENCFF863JMY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents			55553
ENCFF130ZHU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR325VYA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF557-human/				ZNF557-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF232XFK/, /files/ENCFF657NDS/, /files/ENCFF304CAR/	161225	ENCODE Processing Pipeline	d3916ff3e90a6d34b8c240f2df537d21		https://www.encodeproject.org/files/ENCFF130ZHU/@@download/ENCFF130ZHU.bed.gz				released	s3://encode-public/2020/07/01/06178bc6-7035-484e-84cd-94cf28edccad/ENCFF130ZHU.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			79230
ENCFF924GPK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR159OCC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ATF1-human/				ATF1-human	DNA						2016-06-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF764LYZ/, /files/ENCFF185RGV/, /files/ENCFF318XIW/, /files/ENCFF356LFX/	64591	ENCODE Processing Pipeline	408e59cf8112378155846896771c7351		https://www.encodeproject.org/files/ENCFF924GPK/@@download/ENCFF924GPK.bed.gz				released	s3://encode-public/2021/02/04/3d71d9ac-544f-4019-9aac-5c4a2dabfd79/ENCFF924GPK.bed.gz	ENCODE4 v1.6.1 GRCh38	released				466
ENCFF440ODC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR395MHA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/BRD4-human/				BRD4-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF034TQH/, /files/ENCFF043QAD/, /files/ENCFF657NDS/	275306	ENCODE Processing Pipeline	ff0ce9dbcaa9f8ceeea5f6ec7e63783f		https://www.encodeproject.org/files/ENCFF440ODC/@@download/ENCFF440ODC.bed.gz				released	s3://encode-public/2020/07/04/af616286-2ed0-4cc8-bfb5-744b60a0922a/ENCFF440ODC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			23476
ENCFF902PJA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR754KCC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KDM2A-human/				KDM2A-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF630UOL/, /files/ENCFF848LAB/, /files/ENCFF723HPB/	700218	ENCODE Processing Pipeline	3e35d755e7cb2184b13e17352c7cc444		https://www.encodeproject.org/files/ENCFF902PJA/@@download/ENCFF902PJA.bed.gz				released	s3://encode-public/2020/06/30/d648a6c3-2430-47d8-8493-4e4f4fa254ff/ENCFF902PJA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	low read depth, missing genetic modification reagents, borderline replicate concordance			22992
ENCFF951QPJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR639IIZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/CEBPG-human/				CEBPG-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF706VLA/, /files/ENCFF929EMZ/	671925	ENCODE Processing Pipeline	57454bd8a0c4b264b40d8df364a16932		https://www.encodeproject.org/files/ENCFF951QPJ/@@download/ENCFF951QPJ.bed.gz				released	s3://encode-public/2020/12/03/8c1b7130-b24a-4475-ad62-eef3605a6470/ENCFF951QPJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released				1054
ENCFF948XVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR799DUB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/IKZF4-human/				IKZF4-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF016WME/, /files/ENCFF601ZSJ/, /files/ENCFF275EDJ/	186680	ENCODE Processing Pipeline	3eaaf662a612e23eeeb85ad29a3a8afe		https://www.encodeproject.org/files/ENCFF948XVV/@@download/ENCFF948XVV.bed.gz				released	s3://encode-public/2020/08/22/d66c148c-75bd-4643-92ac-492d22a1a0a0/ENCFF948XVV.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, mild to moderate bottlenecking, missing genetic modification reagents, borderline replicate concordance		not compliant biosample characterization	64375
ENCFF891HTS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR421QXA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF571-human/				ZNF571-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF552DYD/, /files/ENCFF350INM/, /files/ENCFF031UZD/, /files/ENCFF356LFX/, /files/ENCFF365TJG/, /files/ENCFF300ATN/, /files/ENCFF036EBY/, /files/ENCFF852BFO/, /files/ENCFF713QSG/	14886	ENCODE Processing Pipeline	aa2e2feb30713cba2cf7a2090add61c1		https://www.encodeproject.org/files/ENCFF891HTS/@@download/ENCFF891HTS.bed.gz				released	s3://encode-public/2020/07/31/36485914-fa15-4746-aed5-ed35c8c224aa/ENCFF891HTS.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, missing biosample characterization			51276
ENCFF682RGD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR315VYZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/PHF21A-human/				PHF21A-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF163VDO/, /files/ENCFF356LFX/, /files/ENCFF736QWK/, /files/ENCFF784ECI/	675207	ENCODE Processing Pipeline	70db645ad02e7f489fbc2bb25bf3ab3d		https://www.encodeproject.org/files/ENCFF682RGD/@@download/ENCFF682RGD.bed.gz				released	s3://encode-public/2020/06/29/0fac6933-25b2-4948-aab9-9aeafacfedcf/ENCFF682RGD.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		not compliant biosample characterization	51317
ENCFF791SNR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR343RJR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/BRCA1-human/				BRCA1-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF657NDS/, /files/ENCFF299TVJ/, /files/ENCFF555KBC/	183463	ENCODE Processing Pipeline	1b325afe6f6f399b6026f23f2727a832		https://www.encodeproject.org/files/ENCFF791SNR/@@download/ENCFF791SNR.bed.gz				released	s3://encode-public/2020/07/01/743fde70-4590-453b-a38e-ab50ad6d4621/ENCFF791SNR.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			672
ENCFF863ZFH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR125RFR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ATF6-human/				ATF6-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF213VOZ/, /files/ENCFF279IPQ/, /files/ENCFF794UGS/, /files/ENCFF356LFX/	152104	ENCODE Processing Pipeline	7dba139384a66c92d2ee77041f4fc9d2		https://www.encodeproject.org/files/ENCFF863ZFH/@@download/ENCFF863ZFH.bed.gz				released	s3://encode-public/2020/07/04/974ceb5e-2596-45f1-b263-f3c5e03b509d/ENCFF863ZFH.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents			22926
ENCFF378GRS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR745VSQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/GMEB2-human/				GMEB2-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF563AGX/, /files/ENCFF521VPP/, /files/ENCFF356LFX/, /files/ENCFF723HPB/	95964	ENCODE Processing Pipeline	e68597ae529fe128fb9704653be88319		https://www.encodeproject.org/files/ENCFF378GRS/@@download/ENCFF378GRS.bed.gz				released	s3://encode-public/2020/12/03/21f147d0-bba3-4b45-810c-9edcff9f1cc5/ENCFF378GRS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, missing biosample characterization, missing genetic modification reagents			26205
ENCFF841YHN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR663CTC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF572-human/				ZNF572-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF279YAH/, /files/ENCFF262VZR/, /files/ENCFF759TBF/	218593	ENCODE Processing Pipeline	5e1c61c9a03043edef7de7311a877f1f		https://www.encodeproject.org/files/ENCFF841YHN/@@download/ENCFF841YHN.bed.gz				released	s3://encode-public/2020/08/22/8bb2fc98-dd28-42f7-b47c-dc539e044214/ENCFF841YHN.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents			137209
ENCFF265MQC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR712KVZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF324-human/				ZNF324-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF035SKE/, /files/ENCFF174OKT/, /files/ENCFF077ZYC/, /files/ENCFF356LFX/	106680	ENCODE Processing Pipeline	d74524c849a2bb906bcada18278c37f4		https://www.encodeproject.org/files/ENCFF265MQC/@@download/ENCFF265MQC.bed.gz				released	s3://encode-public/2020/07/03/c420b2b2-3b73-4d2e-bc1e-4b120379a611/ENCFF265MQC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking			25799
ENCFF866OZW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR653WFU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/GTF2I-human/				GTF2I-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF492KJP/, /files/ENCFF474UVM/, /files/ENCFF037RWO/, /files/ENCFF356LFX/	419197	ENCODE Processing Pipeline	2fbb2357cc2cc8af5b47141cc42c209b		https://www.encodeproject.org/files/ENCFF866OZW/@@download/ENCFF866OZW.bed.gz				released	s3://encode-public/2020/07/07/32b3576f-10f6-4a38-a149-b4f18d3761eb/ENCFF866OZW.bed.gz	ENCODE4 v1.5.0 GRCh38	released				2969
